127	644	4	13.29
4272	217	4	43.1
5524	109	3	18.42
1565	141	7	49.06
180	189	4	9.03
14180	5756	3	67.58
11666	13332	3	78.16
2468	157	4	31.44
185	409	3	12.5
604	150	3	11.02
59	235	8	16.01
315	16	5	7.57
101	3272	5	18.43
101	1536	4	6.36
688	12	8	4.72
2069	3335	6	102.49
4856	14	3	6.63
2710	109	4	20.23
116	464	16	70.72
115	6894	3	21.62
1514	250	3	24.67
224	160	4	8.45
411	166	3	10.73
322	1512	7	75.4
161	194	5	10.63
137	553	3	8.64
7588	12	3	10.56
888	8	3	10.06
111	7688	6	58.77
107	562	42	271.89
138	152	23	53.89
163	108	13	5.47
3878	112	5	32.94
176	948	13	116.85
867	12	7	5.21
159	213	3	4.49
183	113	22	42.26
104	2878	6	29.09
126	135	114	468.82
103	805	4	4.03
4337	114	4	25.47
394	412	3	20.13
16	154	34	74.88
391	106	7	12.95
340	12	16	5.96
103	6153	3	14.22
220	143	6	11.54
130	222	17	57.29
131	346	12	50.01
102	3940	3	8.95
865	3183	3	39.44
304	111	7	9.71
106	440	10	27.3
380	187	25	208.23
1048	128	5	24.26
2339	14	9	24.91
269	141	6	14.48
119	725	3	6.91
333	108	12	28.97
143	1101	7	44.36
2416	14	4	5.01
406	141	3	6.94
197	397	8	50.4
1904	12	5	7.48
133	128	34	62.35
500	121	5	12.65
3907	107	4	23.27
113	816	3	6.58
616	229	4	26.09
8699	14	3	10.91
1827	12	4	4.27
120	1361	4	17.03
171	202	4	8.97
5170	14	3	6.63
12908	8	3	33.13
10659	114	4	39.79
1918	468	4	44.94
1443	14	7	9.1
130	300	9	28.2
105	7553	3	19.16
1467	109	4	14.42
105	3831	6	38.32
122	6190	3	22.15
148	404	4	12.9
10273	103	4	31.5
243	660	12	110.13
273	678	3	20.22
781	101	8	12.31
127	117	27	16.89
183	167	3	3.87
928	101	7	11.57
242	289	7	40.35
424	419	8	71.23
733	14	11	9.63
134	486	4	12.05
168	132	6	4.08
135	124	13	5.65
192	159	12	43.92
146	491	5	19.8
941	112	5	16.73
9029	130	3	27.35
468	284	5	35.1
526	132	4	12.43
114	865	3	6.9
111	4322	3	16.61
110	2965	3	14.03
133	212	12	31.93
444	14	37	71.7
344	145	4	10.15
163	629	3	13.12
106	667	3	4.56
115	5439	3	19.38
3524	3508	4	69.82
141	272	7	19.17
227	102	73	187.35
139	308	3	4.6
335	21	3	7.85
102	7012	3	13.81
102	414	64	282.37
105	1069	7	25.24
1621	14	5	4.81
184	326	39	340.73
159	360	3	8.94
127	380	8	27.26
102	3147	3	7.59
1438	122	11	73.59
150	408	4	13.36
658	107	3	4.55
1677	109	4	15.7
6946	101	4	21.42
2110	14	5	6.97
3138	744	4	53.98
274	394	6	41.24
751	114	7	25.2
155	765	3	13.69
101	4301	3	9.26
548	110	6	14.69
1563	112	4	15.87
12	743	9	7.89
85	196	9	23.49
